"rank","lemma","translit","pos","gloss_en","combined_zipf","subs_fpm","forum_fpm","subs_zipf","forum_zipf","doc_dispersion_subs","doc_dispersion_forum","register_skew","is_proper","forms_collapsed"
"381","ცოცხალი","tsotskhali","adj","living, alive, live","5.464","433.43","195.70","5.637","5.292","0.6471","0.0401","0","0","ცოცხალი,ცოცხალ,ცოცხალია,ცოცხლები,ცოცხალს,ცოცხალზე,ცოცხალიც,ცოცხალში"
"382","სწავლება","sts'avleba","verb","teaching, instruction, training","5.463","228.81","368.95","5.359","5.567","0.4265","0.0668","0","0","ასწავლიან,ასწავლის,ისწავლება,მასწავლეთ,გასწავლი,გასწავლიან,გასწავლის,მასწავლე"
"383","დანარჩენი","danarcheni","pron","the rest, the remainder","5.462","202.76","413.50","5.307","5.616","0.4559","0.0916","0","0","დანარჩენი,დანარჩენს,დანარჩენები,დანარჩენებს,დანარჩენზე,დანარჩენის,დანარჩენებიც,დანარჩენში"
"384","დასრულება","dasruleba","verb","to finish, to complete, to end","5.461","604.57","138.14","5.781","5.140","0.6618","0.0320","0","0","დასრულდა,დასრულდება,დასრულების,დაასრულა,დასრულება,დასრულდეს,დავასრულე,დასრულებამდე"
"385","შემოსვლა","shemosvla","verb","to enter, to come in, to arrive","5.457","251.13","326.78","5.400","5.514","0.4853","0.0835","0","0","შემოდის,შემოვიდა,შემოვა,შემოვედი,შემოდით,შემოვლენ,შემოსვლა,შემოვიდეს"
"386","არასოდეს","arasodes","adv","never","5.456","582.25","140.34","5.765","5.147","0.6618","0.0387","0","0","არასოდეს,არასოდესაა"
"387","ვერაფერი","veraperi","pron","nothing","5.455","195.32","416.43","5.291","5.620","0.3382","0.1101","0","0","ვერაფერს,ვერაფერი,ვერაფრით,ვერაფერში,ვერაფერ,ვერაფერზე,ვერაფრის,ვერაფერმა"
"388","ცოლი","tsoli","noun","wife","5.455","519.00","156.47","5.715","5.194","0.6176","0.0338","0","0","ცოლი,ცოლად,ცოლს,ცოლის,ცოლმა,ცოლთან,ცოლები,ცოლიც"
"389","თავიდან","tavidan","adv","from the beginning, anew, again","5.453","228.81","352.08","5.359","5.547","0.4265","0.0912","0","0","თავიდან,ტავიდან,ვიდან,თავიდანაც,თავიდა"
"390","იარაღი","iaraghi","noun","weapon, arm, tool","5.450","600.85","131.90","5.779","5.120","0.4706","0.0174","0","0","იარაღი,იარაღის,იარაღს,იარაღით,იარაღები,იარაღია,იარაღების,იარაღზე"
"391","სისხლი","siskhli","noun","blood","5.449","306.94","257.85","5.487","5.411","0.4706","0.0402","0","0","სისხლის,სისხლი,სისხლში,სისხლს,სისხლით,სისხლიც,სისხლიდან,სისხლია"
"392","შესრულება","shesruleba","verb","to perform, to fulfill, to execute","5.445","303.22","255.83","5.482","5.408","0.5441","0.0504","0","0","ასრულებს,შესრულება,სრულდება,ასრულებენ,შესრულების,შეასრულა,შეასრულებს,შესასრულებლად"
"393","ქცევა","kts'eva","verb","to behave, to act","5.445","292.05","265.18","5.465","5.424","0.5294","0.0523","0","0","იქცევა,იქცა,აქცევს,ქცევის,ექცევა,იქცევიან,იქცეს,აქცევენ"
"394","სურათი","surati","noun","picture, photo, image","5.444","169.28","456.21","5.229","5.659","0.2647","0.0842","0","0","სურათი,სურათები,სურათზე,სურათს,სურათებს,სურათის,სურათების,სურათში"
"395","გამოჩენა","gamochena","verb","to appear, to show up, to emerge","5.444","247.41","311.93","5.393","5.494","0.4853","0.0778","0","0","გამოჩნდა,გამოჩნდება,გამოჩნდეს,ჩანდეს,გამოჩენა,სჩანს,იჩენს,ჩანხარ"
"396","ფორმა","porma","noun","form, shape","5.436","195.32","381.96","5.291","5.582","0.3235","0.0729","0","0","ფორმა,ფორმის,ფორმაში,ფორმით,ფორმას,ფორმები,ფორმაა,ფორმებში"
"397","საღამო","saghamo","noun","evening","5.436","452.03","164.90","5.655","5.217","0.5147","0.0425","0","0","საღამოს,საღამო,საღამომდე,საღამოსკენ,საგამოს,საღამოა,საღამოები,საღამოზე"
"398","გასაგები","gasagebi","adj","understandable, clear, intelligible","5.436","340.42","218.44","5.532","5.339","0.4265","0.0616","0","0","გასაგებია,გასაგები,გასაგებ,გასაგებიცაა"
"399","ეგრე","egre","adv","that way, so, thus","5.434","98.59","746.97","4.994","5.873","0.1324","0.1631","0","0","ეგრე,ეგრეა,ეგრეც,ეგრი,აგრე,ეგრა,ეგრეო,ენგრე"
"400","თავად","t'avad","pron","himself, herself, itself, themselves","5.433","258.57","284.25","5.413","5.454","0.4559","0.0642","0","0","თავად,თავადაც,ტავად,თავადვე,თავადაა"
"401","გადაცემა","gadatsema","noun","broadcast, transmission, transfer","5.432","210.21","347.50","5.323","5.541","0.3824","0.0313","0","0","გადაცემა,გადაცემის,გადაცემას,გადაცემები,გადაცემაში,გადაცემაა,გადაცემებს,გადაცემების"
"402","ოთახი","otakhi","noun","room","5.431","511.56","142.54","5.709","5.154","0.6765","0.0275","0","0","ოთახში,ოთახი,ოთახის,ოთახიდან,ოთახს,ოთახები,ოთახებში,ოთახია"
"403","ხდა","khda","verb","to happen, to occur, to take place","5.430","262.29","276.55","5.419","5.442","0.5000","0.0606","0","0","იხდის,ვიხდი,იხდი,იხდიან,გიხდით,ხდის,უხდიან,უხდის"
